Libraries that were subscribed to magazines on 06/30/2019
Library Nickname	Official Name	State	Country	Child Library Name
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Forestville
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Fremont
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Gillett
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Goodman-Dunbar
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Hortonville
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Iola
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Kaukauna
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Kewaunee
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Kimberly
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Lakewood
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Lena
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Little Chute
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Manawa
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Marinette
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Marion
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	Mattoon-Hutchins
infosoup	Outagamie Waupaca Library System - OwlsNet	Wisconsin	US	New London
