Library Name	Title	RBID	Issue Date	Remaining Circs	Active Issues
8080 Test Library	30 Minute Dinners	RBZ0000013	10/01/2015	498	1
8080 Test Library	350-Calorie Meals	RBZ0009892			0
8080 Test Library	The 3D Art & Design Annual Volume 1	RBZ0008248	01/01/2018	1000	2
8080 Test Library	The 3D Art & Design Book	RBZ0004876	04/01/2015	1000	1
8080 Test Library	The 3D Art & Design Book	RBZ0004687	04/15/2012	1000	1
8080 Test Library	3D Art & Design Tips, Tricks & Fixes	RBZ0006783	01/01/2016	1000	1
8080 Test Library	3D Artist	RBZ0004471	01/31/2019	1000	13
8080 Test Library	3D Make And Print 2nd Edition	RBZ0008506	12/01/2016	2500	1
8080 Test Library	3D World	RBZ0000014	12/31/2018	499	14
8080 Test Library	4 Wheel & Off Road	RBZ0000015	01/31/2019	2498	13
8080 Test Library	400 Calories or Less: Easy Italian	RBZ0000016	09/01/2011	499	1
8080 Test Library	47 Creative Photography & Photoshop Projects	RBZ0007596	08/01/2014	500	1
8080 Test Library	4Ruedas	RBZ0000017	06/30/2019	2499	20
8080 Test Library	4x4 magazine	RBZ0001787	11/30/2018	Unlimited	19
8080 Test Library	4x4 Magazine Australia	RBZ0007748	12/01/2018	2500	13
8080 Test Library	50 Baby Knits	RBZ0008729	06/01/2016	2500	1
8080 Test Library	50 Dream Rooms	RBZ0006495	09/01/2013	2500	1
8080 Test Library	50 Great British Locomotives	RBZ0000019	10/21/2008	2499	1
8080 Test Library	The 50 Greatest SciFi Icons	RBZ0006686	10/01/2013	1000	1
8080 Test Library	50 Photo Projects Vol 2	RBZ0005847	02/01/2013	2500	1
8080 Test Library	50 Things No Man Should Be Without	RBZ0006191	05/01/2013	2500	1
8080 Test Library	50+ Decorating Ideas	RBZ0006926	02/01/2014	2500	1
8080 Test Library	500 Calorie	RBZ0009240	01/01/2018	2500	2
8080 Test Library	500 Calorie Diet Complete Meal Planner	RBZ0007308	04/01/2014	2500	1
8080 Test Library	52 Bracelets	RBZ0000020	03/01/2012	2499	1
8080 Test Library	5280 Magazine	RBZ0000021	07/31/2019	2499	21
8080 Test Library	60 Millions de Consommateurs	RBZ0009606	02/01/2018	Unlimited	3
8080 Test Library	60 millions de consommateurs Hors Série Découverte	RBZ0009607	12/01/2017	2499	1
8080 Test Library	60 millions de consommateurs Hors Série Expert	RBZ0009608	08/01/2017	2500	1
8080 Test Library	The 60 Most Important Albums of NME's Lifetime	RBZ0005073	08/01/2012	2500	1
8080 Test Library	6TOROS6	RBZ0007735	02/07/2017	2500	1
8080 Test Library	7 Jours	RBZ0000022	12/20/2018	2500	54
8080 Test Library	750g	RBZ0006132	10/01/2017	2500	9
8080 Test Library	8 Lug	RBZ0001582	01/01/2018	2500	1
8080 Test Library	8 Weeks to a flatter belly	RBZ0008051	05/01/2015	2500	1
8080 Test Library	90 Glorious Years - The Queen's life decade by decade	RBZ0008889	07/01/2016	500	1
8080 Test Library	90's Movies - The Ultimate Celebration	RBZ0008698	06/01/2016	500	1
8080 Test Library	A brief guide to Apple TV	RBZ0006460	08/01/2013	2500	1
8080 Test Library	A brief guide to Connecting your Apple gear	RBZ0006461	08/01/2013	2500	1
8080 Test Library	A Brief guide to Creative Design	RBZ0006634	09/01/2013	2500	1
8080 Test Library	A brief guide to iTunes 11	RBZ0006462	08/01/2013	2500	1
8080 Test Library	A brief guide to MacBooks	RBZ0006464	08/01/2013	2500	1
8080 Test Library	A Photographer's Guide to RAW in Photoshop	RBZ0003589	09/01/2011	500	1
8080 Test Library	A Royal Celebration	RBZ0004808	05/14/2012	2500	1
8080 Test Library	The A To Z Of Superheroes	RBZ0008166	04/01/2017	500	1
8080 Test Library	A Weekend with Ellen Adarna	RBZ0005674	01/01/2013	500	1
8080 Test Library	A Year of Plants - from the makers of Gardens Illustrated magazine	RBZ0008325	09/01/2014	2500	1
8080 Test Library	A&W ARCHITEKTUR & WOHNEN	RBZ0009059	11/30/2018	Unlimited	7
8080 Test Library	a+t	RBZ0004758	09/01/2014	2500	1
8080 Test Library	a+u Architecture and Urbanism a+u 建築と都市　	RBZ0009329	12/31/1969	Unlimited	5
8080 Test Library	A/R Magazine Voyageur	RBZ0009609	12/01/2017	2500	3
8080 Test Library	ABC Organic Gardener Magazine	RBZ0005129	12/31/2018	200	10
8080 Test Library	ABC Organic Gardener Magazine Essential Guides	RBZ0005223	04/01/2016	200	1
8080 Test Library	ABC Soaps In Depth	RBZ0001850	12/16/2018	500	27
8080 Test Library	Accion Cine-Video	RBZ0002375	11/30/2018	2500	13
8080 Test Library	Acclaim	RBZ0003263	08/01/2014	2500	1
8080 Test Library	Accordéon et accordéonistes	RBZ0008649	06/01/2017	2500	1
8080 Test Library	Aces: Discovering Guitar's First Heroes	RBZ0008502	01/01/2016	2500	1
8080 Test Library	Acoustic Sprint 2015 - The Fingerstyle Issue	RBZ0007951	04/01/2015	500	1
8080 Test Library	Acoustic Sprint 2015 - The Folk Issue	RBZ0008159	07/01/2015	500	1
8080 Test Library	Acoustic Winter 2015 - The Songwriter Issue	RBZ0008393	12/01/2015	500	1
8080 Test Library	Acteurs de l'économie - La Tribune	RBZ0009610	11/01/2017	2500	1
8080 Test Library	Action Photography	RBZ0009822	07/01/2017	2500	1
8080 Test Library	Actualidad Economica	RBZ0001095	04/09/2018	2500	9
8080 Test Library	Actualité Juive	RBZ0009611	02/22/2018	2498	12
8080 Test Library	AD Choice	RBZ0004619	06/01/2017	100	1
8080 Test Library	AD Collector	RBZ0001829	04/01/2017	2500	5
8080 Test Library	AD España	RBZ0004665	12/01/2018	Unlimited	12
8080 Test Library	AD France	RBZ0001804	11/01/2018	Unlimited	23
8080 Test Library	AD Inspirations	RBZ0008939	07/01/2017	2500	1
8080 Test Library	AD Italia	RBZ0003251	11/30/2018	200	12
8080 Test Library	AD Magazin (D)	RBZ0004531	11/30/2018	100	13
8080 Test Library	AD 安邸	RBZ0005126	12/09/2018	2500	13
8080 Test Library	Adega	RBZ0005975	12/31/2018	2500	13
8080 Test Library	Adirondack Explorer	RBZ0003021	10/31/2018	500	8
8080 Test Library	Adirondack Life	RBZ0005788	10/31/2018	2500	9
8080 Test Library	AdNews	RBZ0008610	10/31/2018	Unlimited	11
8080 Test Library	The Adobe Creative Cloud Book	RBZ0007280	03/01/2014	1000	1
8080 Test Library	The Adobe Creative Suite Book	RBZ0006016	03/01/2013	1000	1
8080 Test Library	Adobe Photoshop & Lightroom Workshops 3	RBZ0009056	11/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Birds of the World	RBZ0008800	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Dragon World	RBZ0008801	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Ocean Animal Patterns	RBZ0008786	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Animal Designs Volume 2	RBZ0008789	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Dolphin Patterns	RBZ0008785	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Flower Patterns	RBZ0008790	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Patterns	RBZ0008781	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Patterns, Volume 2	RBZ0008779	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Peacocks	RBZ0008784	07/01/2016	2500	1
8080 Test Library	Adult Coloring Book: Stress Relieving Tropical Travel Patterns	RBZ0008803	07/01/2016	2500	1
8080 Test Library	The Advanced Guide to Windows 10	RBZ0008971	10/01/2016	2500	1
8080 Test Library	Advanced Loom Bands Projects	RBZ0007713	12/01/2014	2500	1
8080 Test Library	Advanced Photography Camera Skills	RBZ0006653	09/01/2013	2500	1
8080 Test Library	Advanced Photography Skills	RBZ0008341	04/01/2013	2500	1
8080 Test Library	Advanced Photography Software Skills	RBZ0006691	10/01/2013	2500	1
8080 Test Library	Advanced Photoshop: The Premium Collection	RBZ0004689	08/01/2015	1000	1
8080 Test Library	Advanced 彭蒙惠英語	RBZ0001171	11/19/2018	2500	13
8080 Test Library	The Advocate	RBZ0000028	12/01/2018	2500	7
8080 Test Library	Adweek	RBZ0002643	12/02/2018	250	34
8080 Test Library	Aero Australia	RBZ0000029	07/01/2017	2500	1
8080 Test Library	AERO Magazine	RBZ0005976	10/31/2018	2500	13
8080 Test Library	AERO Magazine América Latina	RBZ0008613	09/30/2018	Unlimited	7
8080 Test Library	AFAR	RBZ0003187	11/30/2018	500	6
8080 Test Library	Affaires Plus (A+)	RBZ0000023	10/31/2018	2500	5
8080 Test Library	Affix Magazine	RBZ0008234	09/01/2015	2500	1
8080 Test Library	The Africa Report	RBZ0002891	11/30/2018	500	11
8080 Test Library	African Hunting Gazette	RBZ0008294	09/30/2018	Unlimited	5
8080 Test Library	Afrique Magazine	RBZ0009612	02/01/2018	Unlimited	3
8080 Test Library	Afrique Magazine HS	RBZ0009613	12/01/2017	2500	1
8080 Test Library	Afrique Mediterranée Business	RBZ0009614	12/01/2017	2500	1
8080 Test Library	Air & Cosmos	RBZ0009615	02/23/2018	2500	11
8080 Test Library	Al-Mijhar	RBZ0009616	02/16/2018	2500	11
8080 Test Library	Algarabía	RBZ0000035	11/30/2018	2500	13
8080 Test Library	Algarabía Extra	RBZ0000036	11/01/2013	2500	1
8080 Test Library	Algarabía Niños	RBZ0006474	10/31/2018	2500	7
8080 Test Library	Algarabía Tópicos	RBZ0000037	06/01/2013	2500	1
8080 Test Library	Alimarket Revista	RBZ0001152	03/01/2016	2500	1
8080 Test Library	All About History	RBZ0006251	03/31/2019	1000	15
8080 Test Library	All About History 1066 & The Battle Of Hastings	RBZ0009221	03/01/2017	500	1
8080 Test Library	All About History Annual	RBZ0007623	01/01/2018	1000	2
8080 Test Library	All About History Book Of Ancient Egypt	RBZ0008304	12/01/2016	2500	1
8080 Test Library	All About History Book of British Royals	RBZ0008309	02/01/2017	1000	1
8080 Test Library	All About History Book Of Flight	RBZ0008667	05/01/2016	1000	1
8080 Test Library	All About History Book Of Greatest Battles	RBZ0008022	11/01/2016	1000	1
8080 Test Library	All About History Book of Historic Leaders	RBZ0006825	03/01/2014	1000	1
8080 Test Library	All About History Book of History Year By Year	RBZ0007710	12/01/2016	1000	1
8080 Test Library	All About History Book of Kings & Queens	RBZ0006811	12/01/2016	1000	1
8080 Test Library	All About History Book Of Medieval History	RBZ0008993	09/01/2016	2500	1
8080 Test Library	All About History Book Of Myths & Legends	RBZ0008987	10/01/2016	2500	1
8080 Test Library	All About History Book of Shakespeare	RBZ0007307	04/01/2014	1000	1
8080 Test Library	All About History Book of The Battle Of Britain	RBZ0008072	07/01/2016	2500	1
8080 Test Library	All About History Book Of The British Empire	RBZ0008640	03/01/2016	2500	1
8080 Test Library	All About History Book Of The First World War	RBZ0007371	04/01/2016	1000	1
8080 Test Library	All About History Book of the Founding of the United States Volume 1	RBZ0007745	01/01/2018	1000	2
8080 Test Library	All About History Book Of The Roman Empire	RBZ0008827	07/01/2016	2500	1
8080 Test Library	All About History Book of The Titanic	RBZ0008406	01/01/2018	1000	2
8080 Test Library	All About History Book Of The Tudors	RBZ0008103	02/01/2017	1000	1
8080 Test Library	All About History Book Of The Victorians	RBZ0008181	01/01/2018	1000	2
8080 Test Library	All About History Book Of US Presidents	RBZ0008564	09/01/2016	2500	1
8080 Test Library	All About History Book of Vikings	RBZ0007700	12/01/2016	1000	1
8080 Test Library	All About History Book of War Volume 1	RBZ0007581	08/01/2014	1000	1
8080 Test Library	All About History Book Of Weird History	RBZ0008919	07/01/2016	2499	1
8080 Test Library	All About History Book Of World War II	RBZ0007546	07/01/2014	1000	1
8080 Test Library	All About History Events That Changed The World	RBZ0007970	01/01/2017	1000	1
8080 Test Library	All About History Jack The Ripper	RBZ0007791	03/01/2017	1000	1
8080 Test Library	All About History: Book of Ancient Rome	RBZ0007453	03/01/2016	1000	1
8080 Test Library	All About Space	RBZ0004983	03/31/2019	1000	14
8080 Test Library	All About Space Annual	RBZ0006769	10/01/2014	1000	1
8080 Test Library	All About Space Book of the Solar System	RBZ0006805	01/01/2016	1000	1
8080 Test Library	All About Space Tour of the Universe	RBZ0007454	09/01/2016	1000	1
8080 Test Library	All-Star Electric Trains	RBZ0009909			0
8080 Test Library	Allrecipes	RBZ0006296	01/01/2019	500	7
8080 Test Library	Allrecipes Greatest Hits	RBZ0009899	08/30/2017	500	1
8080 Test Library	Allure	RBZ0005641	11/30/2018	500	12
8080 Test Library	Alpinist Magazine	RBZ0003818	08/19/2018	500	4
8080 Test Library	Alt om DATA	RBZ0001110	01/01/2019	2500	19
8080 Test Library	Alternatives Journal	RBZ0000039	01/01/2017	2500	1
8080 Test Library	Alto Nivel	RBZ0004945	11/30/2018	2500	13
8080 Test Library	Amateur Gardening	RBZ0006696	12/14/2018	2500	52
8080 Test Library	Amateur Photographer	RBZ0000040	12/14/2018	2500	52
8080 Test Library	Amateur Photographer Advanced Photography Skills.	RBZ0005032	03/01/2015	2500	1
8080 Test Library	Amateur Photographer's Complete Guide to Photography	RBZ0008356	12/01/2015	2500	1
8080 Test Library	Amazing Loom Band Projects	RBZ0007580	08/01/2014	2500	1
8080 Test Library	Amazing Wellness	RBZ0004674	10/31/2018	500	7
8080 Test Library	Ambiance Piscine	RBZ0009617	10/01/2017	2500	1
8080 Test Library	Ambientes	RBZ0007631	12/01/2016	2500	1
8080 Test Library	Ambientes - Chile	RBZ0007942	12/02/2018	2500	8
8080 Test Library	America's Civil War	RBZ0005967	12/31/2018	500	7
8080 Test Library	American Art Collector	RBZ0009328	11/30/2018	Unlimited	13
8080 Test Library	American Civil War Story	RBZ0008730	06/01/2016	2500	1
8080 Test Library	American Craft	RBZ0000044	11/30/2018	2500	7
8080 Test Library	American Farmhouse Style	RBZ0009827	10/29/2018	Unlimited	4
8080 Test Library	American Fine Art Magazine	RBZ0009324	10/31/2018	Unlimited	7
8080 Test Library	American Girl Magazine	RBZ0003805	12/01/2018	2500	8
8080 Test Library	American History	RBZ0005968	01/31/2019	500	8
8080 Test Library	American Iron Magazine	RBZ0004770	10/28/2018	500	14
8080 Test Library	American Patchwork & Quilting	RBZ0000046	02/01/2019	500	7
8080 Test Library	The American Poetry Review	RBZ0000048	10/31/2018	2500	7
8080 Test Library	The American Scholar	RBZ0003194	11/30/2018	500	5
8080 Test Library	American Snowmobiler	RBZ0000049	12/31/2018	2500	7
8080 Test Library	American Survival Guide	RBZ0007910	12/31/2018	2500	13
8080 Test Library	AMERICAN THEATRE	RBZ0004822	11/30/2018	500	11
8080 Test Library	America’s Best Home Workshops	RBZ0000041	05/01/2015	500	1
8080 Test Library	Amgen Tour of California Official 2011 Tour Program	RBZ0003416	05/01/2011	500	1
8080 Test Library	The Amiga Book	RBZ0007804	03/01/2016	1000	1
8080 Test Library	Amigurumi Collection	RBZ0008063	02/01/2017	2500	1
8080 Test Library	Amura Yachts & Lifestyle	RBZ0008721	09/30/2018	2500	7
8080 Test Library	Anatomy Essentials	RBZ0007696	11/01/2014	500	1
8080 Test Library	Android Advisor	RBZ0006925	11/30/2018	Unlimited	14
8080 Test Library	Android App Directory Vol 1	RBZ0004849	05/20/2012	1000	1
8080 Test Library	Android App Directory Vol 2	RBZ0004820	05/20/2012	1000	1
8080 Test Library	Android App Directory Vol 3	RBZ0005286	09/01/2012	1000	1
8080 Test Library	The Android Book	RBZ0005416	10/01/2014	1000	1
8080 Test Library	The Android Book Revised Edition	RBZ0004824	05/15/2012	1000	1
8080 Test Library	Android for Beginners Revised Edition	RBZ0005007	10/01/2015	1000	1
8080 Test Library	Android Mobiles & Tablettes	RBZ0009618	06/01/2017	2500	1
8080 Test Library	Android Tips, Tricks & Apps Vol 1	RBZ0004823	05/20/2012	1000	1
8080 Test Library	Android Tips, Tricks & Apps Vol 3	RBZ0004832	05/20/2012	1000	1
8080 Test Library	Android Tips, Tricks, Apps & Hacks	RBZ0005349	11/01/2015	1000	1
8080 Test Library	Android Tips, Tricks, Apps & Hacks Vol. 2	RBZ0004690	04/01/2012	1000	1
8080 Test Library	The Android Wear Book	RBZ0007975	04/01/2015	1000	1
8080 Test Library	Angels on Earth magazine	RBZ0000054	10/31/2018	2500	7
8080 Test Library	Animal Tales	RBZ0008595	01/31/2019	Unlimited	7
8080 Test Library	Animals Volume 1, Celebration Edition	RBZ0008777	07/01/2016	2500	1
8080 Test Library	Animals' Voice	RBZ0008519	11/01/2016	2499	1
8080 Test Library	Animan	RBZ0009619	02/01/2018	2499	2
8080 Test Library	Annabel Karmel Family Summer Cookbook	RBZ0002139	01/01/2009	2500	1
8080 Test Library	Annabel Karmel Family Cookbook Winter and Christmas 2009	RBZ0002035	01/01/2009	2500	1
8080 Test Library	Annonces Automobile.com	RBZ0009620	02/01/2018	2499	4
8080 Test Library	Año/Cero	RBZ0004495	11/30/2018	2500	13
8080 Test Library	Answers To Life's Big Questions	RBZ0009315	04/01/2017	2500	1
8080 Test Library	Anti Age Magazine	RBZ0009621	01/01/2018	2500	2
8080 Test Library	Anuario Astrológico 2016/17	RBZ0008236	12/31/2018	2500	2
8080 Test Library	Anyone Can Cook	RBZ0000056	01/01/2011	500	1
8080 Test Library	Apartments	RBZ0006024	04/01/2013	2500	1
8080 Test Library	Apasionado	RBZ0009138	02/01/2018	2500	2
8080 Test Library	Aperture	RBZ0000057	11/12/2018	2500	5
8080 Test Library	Appetite	RBZ0008756	11/01/2016	2500	1
8080 Test Library	Appetizers	RBZ0000058	01/01/2010	500	1
8080 Test Library	Apple User's Gift Guide	RBZ0006876	12/01/2013	500	1
8080 Test Library	The Apple Watch Book	RBZ0008314	10/01/2016	1000	1
8080 Test Library	Apple Watch For Beginners	RBZ0008045	12/01/2016	2500	1
8080 Test Library	Apple Watch The Complete Manual	RBZ0008035	12/01/2016	1000	1
8080 Test Library	AppleMagazine	RBZ0000059	12/06/2018	2500	53
8080 Test Library	Apps + Games for iPhone and iPad	RBZ0005660	05/01/2013	500	1
8080 Test Library	Aquarium a la Maison	RBZ0002428	10/31/2018	2500	7
8080 Test Library	AR	RBZ0001167	06/30/2018	2500	8
8080 Test Library	Arabian Horse World	RBZ0001437	10/31/2018	500	13
8080 Test Library	Arc	RBZ0004332	03/01/2014	500	1
8080 Test Library	ARCH 雅趣	RBZ0005082	12/01/2017	2500	1
8080 Test Library	ARCHAEOLOGY	RBZ0005148	12/31/2018	500	7
8080 Test Library	Architectural Digest	RBZ0005581	12/31/2018	500	12
8080 Test Library	Architectural Digest India	RBZ0004296	11/30/2018	2500	9
8080 Test Library	Architectural Digest Mexico	RBZ0005157	11/30/2018	2500	14
8080 Test Library	Architectural Review Asia Pacific	RBZ0002687	11/30/2018	2500	6
8080 Test Library	Architecture Australia	RBZ0000062	10/31/2018	2500	7
8080 Test Library	Arizona Foothills	RBZ0002194	11/01/2015	500	1
8080 Test Library	Arizona Highways Magazine	RBZ0000063	11/30/2018	2500	13
8080 Test Library	Armes de chasse	RBZ0001871	09/30/2018	Unlimited	12
8080 Test Library	Armes de chasse HS	RBZ0004420	11/01/2017	2495	3
8080 Test Library	Arquitectura y Diseño	RBZ0004390	11/30/2018	2500	12
8080 Test Library	Arquitectura y diseño de interiores	RBZ0009082	02/01/2018	2500	2
8080 Test Library	art	RBZ0009062	11/30/2018	Unlimited	13
8080 Test Library	Art & Décoration	RBZ0006171	11/30/2018	Unlimited	32
8080 Test Library	Art Almanac	RBZ0005834	11/30/2018	2500	12
8080 Test Library	Art in America	RBZ0008560	10/01/2017	2500	1
8080 Test Library	Art New Zealand	RBZ0007274	11/30/2018	2500	5
8080 Test Library	Art Nouveau Birds: A Stress Relieving Adult Coloring Book	RBZ0008807	07/01/2016	2500	1
8080 Test Library	The Art of Film	RBZ0008164	03/01/2017	500	1
8080 Test Library	The Art of Healing	RBZ0000065	11/30/2018	2500	5
8080 Test Library	Art+Auction	RBZ0001798	11/30/2018	500	12
8080 Test Library	ArtAsiaPacific	RBZ0004294	10/31/2018	2500	6
8080 Test Library	ArtAsiaPacific Almanac	RBZ0004295	12/01/2017	2500	2
8080 Test Library	ARTE Magazin	RBZ0005520	11/30/2018	Unlimited	13
8080 Test Library	Artichoke	RBZ0004152	11/30/2018	2500	5
8080 Test Library	Artist Profile	RBZ0003687	10/24/2018	2500	5
8080 Test Library	The Artist's Guide to Illustration	RBZ0003990	11/01/2011	2500	1
8080 Test Library	The Artist's Guide to Photoshop	RBZ0003101	04/01/2011	2500	1
8080 Test Library	The Artist's Magazine	RBZ0005320	01/31/2019	500	11
8080 Test Library	Artist's Palette	RBZ0007484	10/31/2018	2500	7
8080 Test Library	Artists & Illustrators	RBZ0000066	12/31/2018	2500	15
8080 Test Library	Artists Back to Basics	RBZ0007652	08/31/2018	2500	4
8080 Test Library	Artists Drawing and Inspiration	RBZ0007534	01/31/2019	2500	5
8080 Test Library	ARTnews	RBZ0000067	07/01/2017	2500	1
8080 Test Library	Artravel	RBZ0009622	02/01/2018	2500	2
8080 Test Library	Artravel Hors Série	RBZ0009623	12/01/2017	2500	2
8080 Test Library	Arts & Crafts Homes	RBZ0005468	03/01/2018	2500	2
8080 Test Library	ASIAN Geographic	RBZ0003777	11/30/2018	2500	7
8080 Test Library	Ask	RBZ0007936	02/01/2018	500	3
8080 Test Library	Ask En Español: Artes & Ciencias para niños	RBZ0008212	01/01/2017	500	1
8080 Test Library	Aston Martin: The Complete Story	RBZ0003042	02/15/2011	2500	1
8080 Test Library	Astronomer Book	RBZ0007442	05/01/2014	1000	1
8080 Test Library	Astronomy	RBZ0000068	01/01/2019	2500	13
8080 Test Library	Astronomy for Beginners	RBZ0006715	10/01/2014	1000	1
8080 Test Library	Astronomy The Complete Manual	RBZ0009211	12/01/2016	500	1
8080 Test Library	The Atari Book 40th Anniversary	RBZ0005605	10/01/2015	1000	1
8080 Test Library	Atlanta Magazine	RBZ0001480	12/01/2017	500	1
8080 Test Library	The Atlantic	RBZ0005403	12/01/2018	2500	10
8080 Test Library	Atlas of the Stars: New Edition	RBZ0009903	09/01/2017	2500	1
8080 Test Library	Atomic Ranch	RBZ0008131	09/30/2018	Unlimited	5
8080 Test Library	Attitude Magazine	RBZ0008113	12/31/2018	500	14
8080 Test Library	AUDIO ART MAGAZINE 音響論壇	RBZ0003284	12/02/2018	2500	13
8080 Test Library	Audio Esoterica	RBZ0004905	08/01/2018	2500	3
8080 Test Library	AUDIO Germany	RBZ0005772	12/31/2018	Unlimited	13
8080 Test Library	Audio Technology	RBZ0000073	10/01/2018	2500	7
8080 Test Library	Audubon Magazine	RBZ0000074	12/02/2018	2500	6
8080 Test Library	Australasian Bus & Coach	RBZ0008146	10/31/2018	Unlimited	13
8080 Test Library	Australasian Dirt Bike Magazine	RBZ0007749	12/31/2018	2500	13
8080 Test Library	Australasian Science	RBZ0008299	10/01/2016	2500	1
8080 Test Library	Australasian Transport News (ATN)	RBZ0008142	10/31/2018	Unlimited	12
8080 Test Library	Australia's Best Landscape & Pool Design	RBZ0006821	02/01/2014	2500	1
8080 Test Library	Australia's Best Used Cars & 4WDs	RBZ0005333	12/01/2014	2500	1
8080 Test Library	Australian & New Zealand Handgun	RBZ0008261	11/22/2018	2500	2
8080 Test Library	Australian 4WD & SUV Buyer's Guide	RBZ0005096	09/04/2018	2500	3
8080 Test Library	Australian 4WD Action	RBZ0007788	12/04/2018	2500	15
8080 Test Library	Australian Bear Creations	RBZ0007542	03/01/2017	2500	1
8080 Test Library	Australian Business & Money Making Opportunities	RBZ0009303	08/01/2017	2500	1
8080 Test Library	Australian Country	RBZ0000076	10/31/2018	2500	7
8080 Test Library	Australian Country Coastal Homes	RBZ0008449	10/01/2014	2500	1
8080 Test Library	Australian Country Cookbook	RBZ0008006	04/01/2015	2500	1
