Libraries that were subscribed to comics on 05/31/2019
Library Nickname	Official Name	State	Country	Child Library Name
ddbcp	Danskernes Digitale Bibliotek - Comics	Denmark	DK	Viborg Bibliotekerne
ddbcp	Danskernes Digitale Bibliotek - Comics	Denmark	DK	Vordingborg Bibliotekerne
rbdigitalinternal	RBdigital Internal Library	Maryland	US	ProdTest_1
rbdigitalinternal	RBdigital Internal Library	Maryland	US	ProdTest_2
rbdigitalinternal	RBdigital Internal Library	Maryland	US	ProdTest_N
rbdigitalinternal	RBdigital Internal Library	Maryland	US	prod_test_N
rbdigitalinternal	RBdigital Internal Library	Maryland	US	QA Test
rbdigitalinternal	RBdigital Internal Library	Maryland	US	test_test
hunterlibrariesgroup	Hunter Libraries Group	New South Wales	AU	Cessnock Library
hunterlibrariesgroup	Hunter Libraries Group	New South Wales	AU	Maitland Library
hunterlibrariesgroup	Hunter Libraries Group	New South Wales	AU	Singleton Library
hunterlibrariesgroup	Hunter Libraries Group	New South Wales	AU	Upper Hunter Library
