For Period: from 01/01/2017 to 01/22/2017
Title	Barcode	Email	Library	RBID	Checkouts	Time Period	Current Issue Default	Status
Spring 2018				RBC0419706	0	Annually	25	Active
Summer 2018				RBC0419707	0	Annually	25	Active
Fall 2018				RBC0419708	0	Annually	25	Active
Winter 2018				RBC0419709	0	Annually	25	Active
Spring 2019				RBC0432264	0	Annually	25	Active
Summer 2019				RBC0432265	0	Annually	25	Active
Transformers: Regeneration One, Vol. 2				RBC0387586	0	Monthly	25	Active
Transformers: Regeneration One, Vol. 1				RBC0387585	0	Monthly	25	Active
Transformers: Prime - Beast Hunters, Vol. 2				RBC0387583	0	Monthly	25	Active
Transformers: Prime - Beast Hunters, Vol. 1				RBC0387582	0	Monthly	25	Active
Transformers: Prime - Beast Hunters, Welcome to Darkmount				RBC0387584	0	Monthly	25	Active
Transformers: More Than Meets the Eye, Volume 5				RBC0387580	0	Monthly	25	Active
Transformers: More Than Meets the Eye, Volume 4				RBC0387579	0	Monthly	25	Active
Transformers: More Than Meets the Eye, Volume 3				RBC0387578	0	Monthly	25	Active
Transformers: More Than Meets the Eye, Volume 2				RBC0387577	0	Monthly	25	Active
Transformers: More Than Meets the Eye Volume 1				RBC0387576	0	Monthly	25	Active
Transformers: Animated - The Allspark Almanac II				RBC0387561	0	Monthly	25	Active
Transformers: Animated - The Allspark Almanac I				RBC0387560	0	Monthly	25	Active
Transformers Volume 7 - Chaos				RBC0387558	0	Monthly	25	Active
Cold War, Vol 1: The Damocles Contract				RBC0387463	0	Monthly	25	Active
Kill Shakespeare, Volume 1: A Sea of Troubles				RBC0387512	0	Monthly	25	Active
Kill Shakespeare Volume Kill Shakespeare, Volume 2: The Blast of War				RBC0387919	0	Monthly	25	Active
X-MEN: SECOND COMING - Special				RBC0424672	0	Monthly	25	Active
October 2017				RBC0391595	0	Annually	25	Active
November 2017				RBC0391596	0	Annually	25	Active
December 2017				RBC0391597	0	Annually	25	Active
January 2018				RBC0391598	0	Annually	25	Active
February 2018				RBC0391599	0	Annually	25	Active
March 2018				RBC0391600	0	Annually	25	Active
April 2018				RBC0391601	0	Annually	25	Active
May 2018				RBC0391602	0	Annually	25	Active
June 2018				RBC0391603	0	Annually	25	Active
July 2018				RBC0391604	0	Annually	25	Active
August 2018				RBC0391605	0	Annually	25	Active
January 2017				RBC0394527	0	Annually	25	Active
March 2017				RBC0394528	0	Annually	25	Active
May 2017				RBC0394529	0	Annually	25	Active
July 2017				RBC0394530	0	Annually	25	Active
September 2017				RBC0394531	0	Annually	25	Active
November 2017				RBC0394532	0	Annually	25	Active
January 2018				RBC0394533	0	Annually	25	Active
March 2018				RBC0394534	0	Annually	25	Active
May 2018				RBC0394535	0	Annually	25	Active
July 2018				RBC0394536	0	Annually	25	Active
September 2018				RBC0394537	0	Annually	25	Active
November 2018				RBC0394538	0	Annually	25	Active
January - February 2014				RBC0392529	0	Annually	25	Active
Classic Preview 2014				RBC0392530	0	Annually	25	Active
March 2014				RBC0392531	0	Annually	25	Active
April 2014				RBC0392532	0	Annually	25	Active
May 2014				RBC0392533	0	Annually	25	Active
June 2014				RBC0392534	0	Annually	25	Active
July - August 2014				RBC0392535	0	Annually	25	Active
September - October 2014				RBC0392536	0	Annually	25	Active
November - December 2014				RBC0392537	0	Annually	25	Active
January - February 2015				RBC0392538	0	Annually	25	Active
Classic Preview 2015				RBC0392539	0	Annually	25	Active
March 2015				RBC0392540	0	Annually	25	Active
April 2015				RBC0392541	0	Annually	25	Active
May 2015				RBC0392542	0	Annually	25	Active
June 2015				RBC0392543	0	Annually	25	Active
July - August 2015				RBC0392544	0	Annually	25	Active
September - October 2015				RBC0392545	0	Annually	25	Active
November - December 2015				RBC0392546	0	Annually	25	Active
January - February 2016				RBC0392547	0	Annually	25	Active
Classic Preview 2016				RBC0392548	0	Annually	25	Active
March 2016				RBC0392549	0	Annually	25	Active
April 2016				RBC0392550	0	Annually	25	Active
May 2016				RBC0392551	0	Annually	25	Active
June 2016				RBC0392552	0	Annually	25	Active
July - August 2016				RBC0392553	0	Annually	25	Active
September - October 2016				RBC0392554	0	Annually	25	Active
November - December 2016				RBC0392555	0	Annually	25	Active
January - February 2017				RBC0390816	0	Annually	25	Active
Classic Preview 2017				RBC0390817	0	Annually	25	Active
March 2017				RBC0390818	0	Annually	25	Active
April 2017				RBC0390819	0	Annually	25	Active
May 2017				RBC0390820	0	Annually	25	Active
June 2017				RBC0390821	0	Annually	25	Active
July - August 2017				RBC0390822	0	Annually	25	Active
September - October 2017				RBC0390823	0	Annually	25	Active
November - December 2017				RBC0390824	0	Annually	25	Active
January - February 2018				RBC0390825	0	Annually	25	Active
Classic Preview 2018				RBC0390826	0	Annually	25	Active
March 2018				RBC0390827	0	Annually	25	Active
April 2018				RBC0390828	0	Annually	25	Active
May 2018				RBC0390829	0	Annually	25	Active
June 2018				RBC0390830	0	Annually	25	Active
July - August 2018				RBC0390831	0	Annually	25	Active
September - October 2018				RBC0390832	0	Annually	25	Active
November - December 2018				RBC0390833	0	Annually	25	Active
January/February 2019				RBC0430286	0	Annually	25	Active
Classic Preview 2019				RBC0430287	0	Annually	25	Active
March 2019				RBC0430288	0	Annually	25	Active
April 2019				RBC0430289	0	Annually	25	Active
May 2019				RBC0430290	0	Annually	25	Active
June 2019				RBC0430291	0	Annually	25	Active
Winter 2016-2017				RBC0402881	0	Annually	25	Active
Spring 2017				RBC0402882	0	Annually	25	Active
Summer 2017				RBC0402883	0	Annually	25	Active
Autumn 2017				RBC0391206	0	Annually	25	Active
Spring 2018				RBC0391208	0	Annually	25	Active
Winter 2017-2018				RBC0391207	0	Annually	25	Active
Summer 2018				RBC0391209	0	Annually	25	Active
Autumn 2018				RBC0391210	0	Annually	25	Active
Winter 2018/2019				RBC0446910	0	Annually	25	Active
Spring 2019				RBC0447283	0	Annually	25	Active
Summer 2019				RBC0447284	0	Annually	25	Active
July/August 2017				RBC0423424	0	Annually	25	Active
September/October 2017				RBC0423425	0	Annually	25	Active
November/December 2017				RBC0423426	0	Annually	25	Active
January/ February 2018				RBC0423427	0	Annually	25	Active
March/April 2018				RBC0423428	0	Annually	25	Active
May/June 2018				RBC0423429	0	Annually	25	Active
July/August 2018				RBC0423430	0	Annually	25	Active
September/October 2018				RBC0423431	0	Annually	25	Active
November/December 2018				RBC0423432	0	Annually	25	Active
January/February 2019				RBC0423433	0	Annually	25	Active
March/April 2019				RBC0423434	0	Annually	25	Active
May/June 2019				RBC0423435	0	Annually	25	Active
Winter 2017				RBC0423566	0	Annually	25	Active
Spring 2018				RBC0423567	0	Annually	25	Active
Summer 2018				RBC0423568	0	Annually	25	Active
Fall 2018				RBC0423569	0	Annually	25	Active
Winter 2018				RBC0423570	0	Annually	25	Active
Spring 2019				RBC0423571	0	Annually	25	Active
Summer 2019				RBC0423572	0	Annually	25	Active
BLACK WIDOW VOL. 1: S.H.I.E.L.D.S MOST WANTED - Special				RBC0424415	0	Annually	25	Active
BLACK WIDOW VOL. 2: NO MORE SECRETS - Special				RBC0424416	0	Annually	25	Active
Transformers 3 Movie Adaptation - Dark of the Moon				RBC0387431	0	Monthly	25	Active
Star Trek: Next Generation - Ghosts				RBC0387430	0	Monthly	25	Active
Star Trek: Countdown To Darkness				RBC0387427	0	Monthly	25	Active
Monster & Madman				RBC0387515	0	Monthly	25	Active
Spike: The Devil You Know				RBC0387538	0	Monthly	25	Active
Doomsday.1				RBC0406800	0	Monthly	25	Active
Back to the Future, Vol. 1: Untold Tales and Alternate Timelines				RBC0406797	0	Monthly	25	Active
Back To The Future, Vol. 2: Continuum Conundrum				RBC0429707	0	Monthly	25	Active
Back To The Future: Citizen Brown				RBC0429708	0	Monthly	25	Active
Back To The Future, Vol. 3: Who Is Marty McFly				RBC0429709	0	Monthly	25	Active
Back To The Future, Vol. 4: Hard Time				RBC0429710	0	Monthly	25	Active
Back to the Future: Tales from the Time Train				RBC0457452	0	Monthly	25	Active
Surfside Girls, Book One: The Secret of Danger Point				RBC0406818	0	Monthly	25	Active
Less Than Heroes				RBC0387733	0	Monthly	25	Active
Death By Chocolate: Redux				RBC0387471	0	Monthly	25	Active
Dead Rising: Road to Fortune				RBC0387470	0	Monthly	25	Active
Judas: The Last Days				RBC0387506	0	Monthly	25	Active
Spike: Asylum				RBC0387537	0	Monthly	25	Active
Silent Hill: Past Life				RBC0387534	0	Monthly	25	Active
Rocketeer Adventures, Vol. 2				RBC0387529	0	Monthly	25	Active
Mars Attacks: First Born				RBC0387514	0	Monthly	25	Active
Judge Dredd: Year One				RBC0387511	0	Monthly	25	Active
Godzilla: Kingdom of Monsters, Volume 1				RBC0387498	0	Monthly	25	Active
G.I. Joe: The Cobra Files, Vol. 2				RBC0387490	0	Monthly	25	Active
G.I. Joe: The Cobra Files, Vol. 1				RBC0387489	0	Monthly	25	Active
G.I. Joe: Special Missions, Vol. 1				RBC0387488	0	Monthly	25	Active
G.I. Joe: Snake Eyes: Agent of Cobra				RBC0387487	0	Monthly	25	Active
G.I. Joe: Retaliation Movie Prequel				RBC0387486	0	Monthly	25	Active
G.I. Joe: Deep Terror				RBC0387485	0	Monthly	25	Active
G.I Joe: Cobra Civil War Vol. 1				RBC0424290	0	Monthly	25	Active
G.I. Joe: Classics Yearbook				RBC0387898	0	Monthly	25	Active
G.I. Joe: Classics Vol. 3				RBC0424288	0	Monthly	25	Active
G.I. Joe: Classics Vol. 2				RBC0424287	0	Monthly	25	Active
G.I. Joe: Classics Vol. 1				RBC0424286	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 4				RBC0429672	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 7				RBC0429675	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 8				RBC0429676	0	Monthly	25	Active
G.I. Joe, Vol. 2: The Fall of G.I. Joe				RBC0387481	0	Monthly	25	Active
G.I. Joe, Vol. 1: The Fall of G.I. Joe				RBC0387480	0	Monthly	25	Active
Chasing the Dead				RBC0406798	0	Monthly	25	Active
Dinosaurs Attack!				RBC0406799	0	Monthly	25	Active
Galaxy Quest: The Journey Continues				RBC0406801	0	Monthly	25	Active
Spike Vs. Dracula: Collected Edition				RBC0406817	0	Monthly	25	Active
Judge Dredd: Mega-City Two				RBC0406803	0	Monthly	25	Active
Return of the Dapper Men				RBC0406815	0	Monthly	25	Active
Home Time: Book One				RBC0406802	0	Monthly	25	Active
Sh_t My President Says: The Illustrated Tweets of Donald J. Trump				RBC0406816	0	Monthly	25	Active
Angel: Masks				RBC0387444	0	Monthly	25	Active
Land of the Dead				RBC0387732	0	Monthly	25	Active
Judge Dredd, Vol. 4: Thirteen Badges				RBC0387510	0	Monthly	25	Active
Judge Dredd, Vol. 3				RBC0387509	0	Monthly	25	Active
Judge Dredd, Vol. 2				RBC0387508	0	Monthly	25	Active
Judge Dredd, Vol. 1				RBC0387507	0	Monthly	25	Active
Judge Dredd, Vol. 5				RBC0426994	0	Monthly	25	Active
Joe Frankenstein				RBC0387505	0	Monthly	25	Active
Angel: Blood and Trenches				RBC0387447	0	Monthly	25	Active
Jinnrise, Vol.2				RBC0387504	0	Monthly	25	Active
Jinnrise, Vol. 1				RBC0387503	0	Monthly	25	Active
Jack Avarice Is The Courier				RBC0387748	0	Monthly	25	Active
Angel: Barbary Coast				RBC0387450	0	Monthly	25	Active
Hey Mister Come Hell or Highwater Pants				RBC0387502	0	Monthly	25	Active
Heck				RBC0387501	0	Monthly	25	Active
Angel: A Hole in the World				RBC0387449	0	Monthly	25	Active
30 Days of Night: Return to Barrow				RBC0387436	0	Monthly	25	Active
Hawken: A Man Called Hawken				RBC0387500	0	Monthly	25	Active
Graveslinger				RBC0387499	0	Monthly	25	Active
30 Days of Night, Vol. 1: The Beginning of the End				RBC0387437	0	Monthly	25	Active
Godzilla, Vol. 1				RBC0387497	0	Monthly	25	Active
Ghostbusters, Vol. 9: Mass Hysteria, Pt. 2				RBC0387496	0	Monthly	25	Active
Ghostbusters, Vol. 8: Mass Hysteria, Pt. 1				RBC0387495	0	Monthly	25	Active
Ghostbusters, Vol. 7: Happy Horror Days				RBC0387494	0	Monthly	25	Active
Ghostbusters, Vol. 6: Trains Brains Remains				RBC0387493	0	Monthly	25	Active
Ghostbusters, Vol. 5: The New Ghostbusters				RBC0387492	0	Monthly	25	Active
George R.R. Martin's Doorways				RBC0387491	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 3				RBC0387484	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 2				RBC0387483	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 1				RBC0387482	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 4				RBC0429684	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 5				RBC0429685	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 6				RBC0429686	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 7				RBC0429687	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 8				RBC0429688	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 9				RBC0429689	0	Monthly	25	Active
G.I. Joe: A Real American Hero, Vol. 10				RBC0429690	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 14				RBC0455700	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 11				RBC0455697	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 13				RBC0455699	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 15				RBC0455701	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 16				RBC0455702	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 17				RBC0455703	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 18				RBC0455704	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 19				RBC0455705	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 20				RBC0455706	0	Monthly	25	Active
G.I. Joe: A Real American Hero Vol. 12				RBC0455698	0	Monthly	25	Active
Fox Bunny Funny				RBC0387479	0	Monthly	25	Active
Drive				RBC0387472	0	Monthly	25	Active
Comic Book History of Comics				RBC0387464	0	Monthly	25	Active
Comic Book History of Comics: Comics For All				RBC0455807	0	Monthly	25	Active
Borderlands: Origins				RBC0387461	0	Monthly	25	Active
Belladonna				RBC0387460	0	Monthly	25	Active
Barack Obama: The Comic Book Biography				RBC0387459	0	Monthly	25	Active
Angora Napkin, Vol. 2: Harvest of Revenge				RBC0387458	0	Monthly	25	Active
Angora Napkin, Vol. 1				RBC0387457	0	Monthly	25	Active
Angel: Immortality For Dummies				RBC0387446	0	Monthly	25	Active
Angel: The Wolf, The Ram, and The Heart				RBC0387456	0	Monthly	25	Active
Angel: The Crown Prince Syndrome				RBC0387454	0	Monthly	25	Active
Army of Two, Vol. 1: Across The Border				RBC0389796	0	Monthly	25	Active
Black Dynamite				RBC0389797	0	Monthly	25	Active
Angel: Only Human				RBC0387452	0	Monthly	25	Active
Night Mary				RBC0387519	0	Monthly	25	Active
Danger Girl: Revolver				RBC0387468	0	Monthly	25	Active
Jurassic Park: Dangerous Games				RBC0389842	0	Monthly	25	Active
Silent Hill: Dead/Alive				RBC0389685	0	Monthly	25	Active
Silent Hill: Downpour - Anne's Story				RBC0389873	0	Monthly	25	Active
Silent Hill: Sinner's Reward				RBC0389774	0	Monthly	25	Active
The High Ways				RBC0389775	0	Monthly	25	Active
Transformers: Nefarious				RBC0389776	0	Monthly	25	Active
Transformers: Revenge of the Fallen Movie Adaptation				RBC0389874	0	Monthly	25	Active
Transformers Movie Sequel: The Reign of Starscream				RBC0389777	0	Monthly	25	Active
CSI: Serial				RBC0387466	0	Monthly	25	Active
James Patterson's The Murder of King Tut				RBC0389802	0	Monthly	25	Active
Angel: Auld Lang Syne				RBC0387448	0	Monthly	25	Active
30 Days of Night				RBC0387434	0	Monthly	25	Active
Korgi: Short Tails				RBC0406804	0	Monthly	25	Active
CSI: Bad Rap				RBC0387465	0	Monthly	25	Active
Wire Hangers				RBC0387600	0	Monthly	25	Active
OZ: Secret Island				RBC0406812	0	Monthly	25	Active
OZ: Ice King				RBC0406811	0	Monthly	25	Active
OZ: Forgotten Forest				RBC0406810	0	Monthly	25	Active
OZ: Blue Witch				RBC0406809	0	Monthly	25	Active
True Blood Vol. 3: The French Quarter				RBC0389778	0	Monthly	25	Active
Mr. Peabody & Sherman				RBC0387516	0	Monthly	25	Active
Skylanders: The Kaos Trap				RBC0387536	0	Monthly	25	Active
Skylanders: Rift Into Overdrive				RBC0387535	0	Monthly	25	Active
Skylanders: Spyro & Friends				RBC0429679	0	Monthly	25	Active
Popeye, Vol. 1				RBC0387527	0	Monthly	25	Active
Popeye, Vol. 3				RBC0406814	0	Monthly	25	Active
Popeye, Vol. 2				RBC0406813	0	Monthly	25	Active
Love & Capes, Vol. 2: Going to the Chapel				RBC0388027	0	Monthly	25	Active
Love & Capes, Vol. 1: Do You Want to Know a Secret?				RBC0387739	0	Monthly	25	Active
24: Underground				RBC0387433	0	Monthly	25	Active
110 Percent				RBC0387432	0	Monthly	25	Active
30 Days of Night: Beyond Barrow				RBC0387435	0	Monthly	25	Active
Life and Times of Savior 28				RBC0387734	0	Monthly	25	Active
Lore: Book 1				RBC0387738	0	Monthly	25	Active
OPUS by Berkeley Breathed: The Complete Digital Sunday Strips from 2003-08				RBC0387522	0	Monthly	25	Active
Wizard's Tale				RBC0387601	0	Monthly	25	Active
Magic the Gathering: Vol. 2 - The Spell Thief				RBC0387742	0	Monthly	25	Active
Dungeons & Dragons: Drizzt - Neverwinter Tales				RBC0387478	0	Monthly	25	Active
Dungeons & Dragons: Cutter				RBC0387477	0	Monthly	25	Active
5 Days to Die				RBC0389805	0	Monthly	25	Active
Transformers vs. G.I. Joe, Vol. 1				RBC0387559	0	Monthly	25	Active
Transformers vs. G.I. Joe, Vol. 3				RBC0426997	0	Monthly	25	Active
Transformers vs. G.I. Joe, Vol. 2				RBC0426996	0	Monthly	25	Active
Kill Shakespeare, Volume 3: The Tide of Blood				RBC0387730	0	Monthly	25	Active
My Little Pony: Friendship Is Magic, Vol. 2				RBC0387518	0	Monthly	25	Active
My Little Pony: Friendship Is Magic, Vol. 1				RBC0387517	0	Monthly	25	Active
My Little Pony: Friendship is Magic Vol. 3				RBC0429691	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 5				RBC0429693	0	Monthly	25	Active
My Little Pony: Friendship Is Magic, Vol. 9				RBC0429695	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 4				RBC0429692	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 6				RBC0429694	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 7				RBC0429696	0	Monthly	25	Active
My Little Pony: Friendship Is Magic, Vol. 8				RBC0429697	0	Monthly	25	Active
My Little Pony: Friendship Is Magic, Vol. 10				RBC0429698	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 11				RBC0455775	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 12				RBC0455776	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 13				RBC0455777	0	Monthly	25	Active
My Little Pony: Friendship is Magic, Vol. 14				RBC0455778	0	Monthly	25	Active
Orphan Black, Vol. 1				RBC0387523	0	Monthly	25	Active
Orphan Black: Deviations				RBC0429683	0	Monthly	25	Active
Magic the Gathering, Vol. 3: Path of Vengeance				RBC0389876	0	Monthly	25	Active
30 Days of Night: Dark Days				RBC0387438	0	Monthly	25	Active
Angel: Smile Time - Collected Edition				RBC0389781	0	Monthly	25	Active
Gate-way, Vol. 1: A New World				RBC0389801	0	Monthly	25	Active
Minisulk				RBC0389843	0	Monthly	25	Active
Rot & Ruin: Warrior Smart				RBC0389844	0	Monthly	25	Active
Phoenix Without Ashes				RBC0387525	0	Monthly	25	Active
Suicide Forest				RBC0387541	0	Monthly	25	Active
The Devil's Concubine				RBC0387547	0	Monthly	25	Active
The Other Dead				RBC0387552	0	Monthly	25	Active
Alan Robert's Killogy				RBC0389780	0	Monthly	25	Active
Children of the Grave				RBC0387462	0	Monthly	25	Active
Dungeons & Dragons Forgotten Realms Classics Vol. 4				RBC0387476	0	Monthly	25	Active
Dungeons & Dragons Forgotten Realms Classics Vol. 3				RBC0387475	0	Monthly	25	Active
Dungeons & Dragons Forgotten Realms Classics Vol. 2				RBC0387474	0	Monthly	25	Active
Dungeons & Dragons Forgotten Realms Classics Vol. 1				RBC0387473	0	Monthly	25	Active
Night of 1,000 Wolves				RBC0387520	0	Monthly	25	Active
Vitriol the Hunter				RBC0387599	0	Monthly	25	Active
X-Files/30 Days of Night, Vol. 1				RBC0387747	0	Monthly	25	Active
True Blood, Vol. 2: Tainted Love				RBC0387597	0	Monthly	25	Active
True Blood, Vol. 1: All Together Now				RBC0387596	0	Monthly	25	Active
Stuff About Sex				RBC0387540	0	Monthly	25	Active
Okie Dokie Donuts, Book 1				RBC0387521	0	Monthly	25	Active
Magic the Gathering: Theros				RBC0387741	0	Monthly	25	Active
Magic: The Gathering, Vol. 1				RBC0388028	0	Monthly	25	Active
Kill Shakespeare, Vol. 4: The Mask of Night				RBC0387731	0	Monthly	25	Active
Road Rage				RBC0387528	0	Monthly	25	Active
Rio				RBC0387977	0	Monthly	25	Active
James Patterson's Witch & Wizard, Vol. 1: Battle for Shadowland				RBC0389803	0	Monthly	25	Active
The X-Files: Year Zero				RBC0387556	0	Monthly	25	Active
Maddy Kettle (Book 1): The Adventure of the Thimblewitch				RBC0387740	0	Monthly	25	Active
Danger Girl Deluxe				RBC0387467	0	Monthly	25	Active
J. Scott Campbells Danger Girl: 20th Anniversary!				RBC0455733	0	Monthly	25	Active
Starstruck				RBC0387973	0	Monthly	25	Active
American Elf 1999				RBC0423975	0	Monthly	25	Active
American Elf 2000				RBC0423976	0	Monthly	25	Active
American Elf 2001				RBC0423977	0	Monthly	25	Active
American Elf 2002				RBC0423978	0	Monthly	25	Active
American Elf 2003				RBC0423979	0	Monthly	25	Active
American Elf 2004				RBC0423980	0	Monthly	25	Active
American Elf 2005				RBC0423981	0	Monthly	25	Active
American Elf 2006				RBC0423982	0	Monthly	25	Active
American Elf 2007				RBC0423983	0	Monthly	25	Active
American Elf 2008				RBC0423984	0	Monthly	25	Active
American Elf 2009				RBC0423985	0	Monthly	25	Active
American Elf 2010				RBC0423986	0	Monthly	25	Active
American Elf 2011				RBC0423987	0	Monthly	25	Active
American Elf 2012				RBC0423988	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 5				RBC0429673	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 6				RBC0429674	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 9				RBC0429677	0	Monthly	25	Active
G.I. Joe: Classics, Vol. 10				RBC0429678	0	Monthly	25	Active
Joe Hills The Cape:1969				RBC0424296	0	Monthly	25	Active
Joe Hills The Cape				RBC0424295	0	Monthly	25	Active
Judge Dredd: Mega-City Zero Vol. 1				RBC0424278	0	Monthly	25	Active
